2803:b0e0:99c0:2::/64,PE,PE-LIM,Lima,15001
2803:b0e0:99c0:3::/126,PE,PE-LIM,Lima,15001
2803:b0e0:99c0:3::/64,PE,PE-LIM,Lima,15001
2803:b0e0:99c3::/48,PE,PE-ARE,Arequipa,04001
2803:b0e0:99c4::/48,PE,PE-LIM,Lima,15001
2803:b0e0:99c5::/48,PE,PE-LIM,Lima,15001
2803:b0e0:99c6::/48,PE,PE-LIM,Lima,15001
2803:b0e0:99c7::/48,PE,PE-LIM,Lima,15001
2803:b0e0:99cc::/48,PE,PE-LAM,Chiclayo,14001
2803:b0e0:b000::/36,PE,PE-LIM,Lima,15001
2803:b0e0:b000::/48,PE,PE-LIM,Lima,15001
2803:b0e0:b001::/48,PE,PE-LIM,Lima,15001
2803:b0e0:b001::/64,PE,PE-LIM,Lima,15001
2803:cd60::/40,PE,PE-LIM,Lima,15001
2803:cd60:100::/40,PE,PE-LIM,Lima,15001
2803:cd60:100::/48,PE,PE-LIM,Lima,15001
2803:cd60:100:100::/64,PE,PE-LIM,Lima,15001
2803:cd60:100:101::/126,PE,PE-LIM,Lima,15001
2803:cd60:100:101::/64,PE,PE-LIM,Lima,15001
2803:cd60:100:102::/126,PE,PE-LIM,Lima,15001
2803:cd60:100:103::/64,PE,PE-LIM,Lima,15001
2803:cd60:1000::8/126,PE,PE-LIM,Lima,15001
2803:cd60:1000::c/126,PE,PE-LIM,Lima,15001
2803:cd60:101::/48,PE,PE-LIM,Lima,15001
2803:cd60:101:1::/64,PE,PE-LIM,Lima,15001
2803:cd60:101:2::/126,PE,PE-LIM,Lima,15001
2803:cd60:101:2::/64,PE,PE-LIM,Lima,15001
2803:cd60:102::/48,PE,PE-LIM,Lima,15001
2803:cd60:102::/64,PE,PE-LIM,Lima,15001
2803:cd60:102:1::/126,PE,PE-LIM,Lima,15001
2803:cd60:20::/48,PE,PE-LIM,Lima,15001
2803:cd60:20:3604::/64,PE,PE-LIM,Lima,15001
2803:cd60:2100::/40,PE,PE-LIM,Lima,15001
2803:cd60:2600::/40,PE,PE-LIM,Lima,15001
2803:cd60:3604::/48,PE,PE-LIM,Lima,15001
2803:cd60:3604::/64,PE,PE-LIM,Lima,15001
2803:cd60:3604:2::/126,PE,PE-LIM,Lima,15001
2803:cd60:42:3840::/126,PE,PE-LIM,Lima,15001
2803:cd60:42:3840::4/126,PE,PE-LIM,Lima,15001
2803:cd60:42:3854::/126,PE,PE-LIM,Lima,15001
2803:cd60:42:3854::c/126,PE,PE-LIM,Lima,15001
2803:cd60:42:3855::/64,PE,PE-LIM,Lima,15001
2803:cd60:42:3900::/56,PE,PE-LIM,Lima,15001
2803:cd60:42:3a00::/64,PE,PE-LIM,Lima,15001
2803:cd60:42:3a01::/126,PE,PE-LIM,Lima,15001
2803:cd60:43::/48,PE,PE-LIM,Lima,15001
2803:cd60:43::/64,PE,PE-LIM,Lima,15001
2803:cd60:43:1::/126,PE,PE-LIM,Lima,15001
2803:cd60:43:1::/64,PE,PE-LIM,Lima,15001
2803:cd60:6100::/40,PE,PE-LIM,Lima,15001
2803:cd60:6145:5::/64,PE,PE-LIM,Lima,15001
2803:cd60:6400::/40,PE,PE-LIM,Lima,15001
2803:cd60:6411:5::/64,PE,PE-LIM,Lima,15001
2803:cd60:6411:7:3604::/126,PE,PE-LIM,Lima,15001
2803:cd60:6412:8::/64,PE,PE-LIM,Lima,15001
2803:cd60:6413:2::/64,PE,PE-LIM,Lima,15001
2803:cd60:6414::/126,PE,PE-LIM,Lima,15001
2803:cd60:6414::/48,PE,PE-LIM,Lima,15001
2803:cd60:6414::4/126,PE,PE-LIM,Lima,15001
2803:cd60:6414:3::/64,PE,PE-LIM,Lima,15001
2803:cd60:6414:4::/64,PE,PE-LIM,Lima,15001
2803:cd60:6414:5::/64,PE,PE-LIM,Lima,15001
2803:cd60:6414:6::/64,PE,PE-LIM,Lima,15001
2803:cd60:6420::/48,PE,PE-LIM,Lima,15001
2803:cd60:8600::/40,PE,PE-LIM,Lima,15001
38.137.192.0/24,PE,PE-ARE,Arequipa,04001
38.137.196.0/24,PE,PE-ARE,Arequipa,04001
38.137.197.0/24,PE,PE-LIM,Lima,15001
38.137.199.0/24,PE,PE-LIM,Lima,15001
38.137.202.0/24,PE,PE-LAM,Chiclayo,14001
38.137.210.0/24,PE,PE-LIM,Lima,15001
38.137.215.0/24,PE,PE-LIM,Lima,15001
38.137.219.0/24,PE,PE-PIU,Piura,20001
38.137.220.0/24,PE,PE-ARE,Arequipa,04001
38.137.222.0/24,PE,PE-LAM,Chiclayo,14001
38.137.223.0/24,PE,PE-PIU,Piura,20001
38.199.94.0/24,PE,PE-ARE,Arequipa,04001
38.199.94.0/29,PE,PE-ARE,Arequipa,04001
38.199.95.0/24,PE,PE-LAL,Trujillo,13001
38.199.95.128/26,PE,PE-LAL,Trujillo,13001
38.199.95.192/30,PE,PE-LAL,Trujillo,13001
38.56.100.0/24,PE,PE-LIM,Lima,15001
38.56.100.0/30,PE,PE-LIM,Lima,15001
38.56.100.16/28,PE,PE-LIM,Lima,15001
38.56.100.32/27,PE,PE-LIM,Lima,15001
38.56.100.4/30,PE,PE-LIM,Lima,15001
38.56.100.64/26,PE,PE-LIM,Lima,15001
38.56.100.8/30,PE,PE-LIM,Lima,15001
38.56.101.0/24,PE,PE-LIM,Lima,15001
38.56.102.0/24,PE,PE-LIM,Lima,15001
38.56.104.0/24,PE,PE-LIM,Lima,15001
38.56.105.0/24,PE,PE-LIM,Lima,15001
38.56.107.0/24,PE,PE-LIM,Lima,15001
38.56.107.0/30,PE,PE-LIM,Lima,15001
38.56.107.16/28,PE,PE-LIM,Lima,15001
38.56.107.4/30,PE,PE-LIM,Lima,15001
38.56.107.60/30,PE,PE-LIM,Lima,15001
38.56.107.64/26,PE,PE-LIM,Lima,15001
38.56.109.0/24,PE,PE-LIM,Lima,15001
38.56.111.0/24,PE,PE-ARE,Arequipa,04001
